County,Area_name,Area_ID,Area_name_coord,Area_name_with_coord_or_not,Area_range,Area_plot_method,Ban,Ban_period,Publish_law,Transgress_law,Fishery_type,Conservation_type,Conservation_level
新竹市,香山保護礁區禁漁區,239,"A點24°46'27''N;120°50'00''E。
B點24°47'46''N;120°51'05''E。",Yes,926,半徑,以A、B兩點所連之標示直線周圍0.5浬範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第10條、第65條第5款,"所有網具
",n/a,多功能使用區
新竹市,竹市(一)保護礁區禁漁區,240,"A點24°50'30''N;120°53'00''E。
B點24°50'30''N;120°54'00''E。
C點24°48'00''N;120°52'00''E。
D點24°48'00''N;120°53'00''E。",Yes,n/a,ABCD內,以A、B、C、D四點所連四方型範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第10條、第65條第5款,"所有網具
",n/a,多功能使用區
新竹市,竹市(二)保護礁區禁漁區,241,"A點25°10'00''N;121°42'42''E。
B點25°13'30''N;121°42'48''E。
C點25°11'36''N;121°48'42''E。
D點25°08'12''N;121°47'48''E。",Yes,n/a,ABCD內,以A、B、C、D四點所連四方型範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第10條、第65條第5款,"所有網具
",n/a,多功能使用區
新竹市,南寮(三)魚礁區區,242,24°50'35''N;120°50'35''E,Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之,全年,漁業法第44條第1項4第4、7款,漁業法第65條第5款,"所有網具
",n/a,多功能使用區
新竹市,新竹市沿岸海域,243,n/a,n/a,500,n/a,不得於距岸500公尺以內水域作業,06/16~09/15,漁業法第9條、第14條、第37條、第44條第4款、第46條及第54條,漁業法第10條及第65條第3、7款,?鱙,n/a,多功能使用區
嘉義縣,布袋人工魚礁區,244,"禁漁區中心位置：
N23°24'18”、E119°59'36”
以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之。",Yes,1000,半徑,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。",全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,n/a,人工魚礁,多功能使用區
嘉義縣,嘉義縣北港溪至八掌溪距岸4浬內,245,n/a,n/a,7408,n/a,"1.本注意事項所稱漁船，指於嘉義管轄海域進行籠具漁業作業之經營或兼營籠具船舶、舢舨、漁筏。
2.全年禁止籠具漁船於本縣北港溪至八掌溪距岸4浬內作業。",全年,漁業法第54條第5款,漁業法第65條第8款,籠具,n/a,多功能使用區
彰化縣,伸港螻蛄蝦繁殖保育區,246,"自本縣伸港曾家村出海到路西北側離岸600公尺外海域，以A、B、C、D點所連城方形區域內均屬之；
A點:24°10'08''N;120°27'43''E；
B點:24°10'08''N;120°27'22''E；
C點:24°09'47''N;120°27'08''E；
D點:24°09'47''N;120°27'29''E。",Yes,n/a,ABCD內,本保育區範圍內，除經主管機關核准之學術研究外，全年禁止採捕螻蛄蝦、二枚貝及其他水產動植物。,全年,漁業法第44條第1項第4款、第45條,第65條第6款,n/a,漁業資源保育區,完全禁漁區
彰化縣,伸港(二)、王功螻蛄蝦繁殖保育區,247,"(一)伸港(二)螻蛄蝦繁殖保育區位於伸港螻蛄蝦繁殖保育區之北側，範圍以A”、B”、C”、D”點座標所連成方形區域內均屬之，面積約20公頃，均為核心區。
【A”點:24°10'24.15''N，120°27'17.14''E；
B”點:24°10'22.11''N，120°27'23.88''E；
C”點:24°10'55.85''N，120°27'32.05''E；
D”點:24°10'58.27''N，120°27'23.55''E。】
",Yes,n/a,ABCD內,"(一)本保育區範圍內之「核心區」，除經主管機關核准之學術研究外，全年禁止採捕螻蛄蝦、二枚貝及其他水產動植物。
(二)「養護區」內僅供生態教學、漁業生態體驗活動及學術研究，且需經本府核准者為限。本區只開放示範採捕螻蛄蝦，完後原地放生，不得帶出保育區。",全年,漁業法第44條第1項第4款、第45條,第65條第6款,n/a,漁業資源保育區,完全禁漁區
彰化縣,伸港(二)、王功螻蛄蝦繁殖保育區,248,"(二)王功螻蛄蝦繁殖保育區
1.範圍以A、B、E、F點座標所連成之方形區域內均屬之，總面積約40.56公頃。
【A點:23°58'08.31''N，120°19'05.14''E；
B點:23°58'11.30''N，120°19'19.73''E；
E點:23°57'28.82''N，120°18'34.78''E；
F點:23°57'23.93''N，120°18'40.04''E。】",Yes,n/a,ABCD內,"(一)本保育區範圍內之「核心區」，除經主管機關核准之學術研究外，全年禁止採捕螻蛄蝦、二枚貝及其他水產動植物。
(二)「養護區」內僅供生態教學、漁業生態體驗活動及學術研究，且需經本府核准者為限。本區只開放示範採捕螻蛄蝦，完後原地放生，不得帶出保育區。",全年,漁業法第44條第1項第4款、第45條,第65條第6款,n/a,漁業資源保育區,完全禁漁區
彰化縣,伸港(二)、王功螻蛄蝦繁殖保育區,249,"(二)王功螻蛄蝦繁殖保育區2.保育區內以A、B、C、D點座標連成之方形區域為「核心區」，面積約19.14公頃。
【A點23°58'08.31""N，120°19'05.14""E；
B點23°58'11.30""N，120°19'19.73""E；
C點23°57'53.12""N，120°18'53.36""E；
D點23°57'48.52""N，120°19'00.65""E。】",Yes,n/a,ABCD內,"(一)本保育區範圍內之「核心區」，除經主管機關核准之學術研究外，全年禁止採捕螻蛄蝦、二枚貝及其他水產動植物。
(二)「養護區」內僅供生態教學、漁業生態體驗活動及學術研究，且需經本府核准者為限。本區只開放示範採捕螻蛄蝦，完後原地放生，不得帶出保育區。",全年,漁業法第44條第1項第4款、第45條,第65條第6款,n/a,漁業資源保育區,完全禁漁區
彰化縣,伸港(二)、王功螻蛄蝦繁殖保育區,250,"(二)王功螻蛄蝦繁殖保育區3.保育區內以C、D、E、F點座標連成之方形區域為「養護區」，面積約21.42公頃。
【C點23°57'53.12""N，120°18'53.36""E；
D點23°57'48.52""N，120°19'00.65""E；
E點23°57'28.82""N，120°18'34.78""E；
F點23°57'23.93""N，120°18'40.04""E。】
",Yes,n/a,ABCD內,"(一)本保育區範圍內之「核心區」，除經主管機關核准之學術研究外，全年禁止採捕螻蛄蝦、二枚貝及其他水產動植物。
(二)「養護區」內僅供生態教學、漁業生態體驗活動及學術研究，且需經本府核准者為限。本區只開放示範採捕螻蛄蝦，完後原地放生，不得帶出保育區。",全年,漁業法第44條第1項第4款、第45條,第65條第6款,n/a,漁業資源保育區,完全禁漁區
彰化縣,王功保護礁區網具類漁具禁漁區,251,"A點24°00'30''N;120°12'57''E。
B點24°00'00''N;120°12'36''E。
以A、B兩點所連成之標示直線周圍1000公尺以內之水域均屬之",Yes,1000,AB周圍,"1.為避免網具在禁漁區內作業造成漁具受損及發生危險，凡使用網具之漁船均禁止進入禁漁區範圍內作業。
2.如須於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，使可為之。",全年,漁業法第44條第1項第4、7款,漁業法第65條第6款及第10條,"所有網具
",人工魚礁、保護礁,多功能使用區
彰化縣,漢寶保護礁禁漁區,252,"A點24°01'05''N;120°17'22''E。
B點24°00'39''N;120°16'50''E。
以A、B兩點所連成標示直線周邊各1000公尺以內水域均屬之",Yes,1000,AB周圍,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
2.如須於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，使可為之，",全年,漁業法第44條第1項第4、7款,漁業法第65條第6款及第10條,"所有網具
",人工魚礁、保護礁,多功能使用區
彰化縣,伸港保護礁禁漁區,253,"A點24°10'53''N;120°22'31''E。
B點24°10'28''N;120°22'01''E。
以A、B兩點所連成標示直線周邊各1000公尺以內水域均屬之",Yes,1000,AB周圍,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
3.如須於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，使可為之，",全年,漁業法第44條第1項第4、7款,漁業法第65條第6款及第10條,"所有網具
",人工魚礁、保護礁,多功能使用區
彰化縣,鹿港保護礁禁漁區,254,"A點24°05'00''N;120°20'00''E。
B點24°04'24''N;120°19'20''E。
以A、B兩點所連成標示直線周邊各1000公尺以內水域均屬之",Yes,1000,AB周圍,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
4.如須於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，使可為之，",全年,漁業法第44條第1項第4、7款,漁業法第65條第6款及第10條,"所有網具
",人工魚礁、保護礁,多功能使用區
彰化縣,大肚溪口保護礁禁漁區,255,"A點24°12'48''N;120°23'30''E。
B點24°11'30''N;120°22'24''E。
以A、B兩點所連成標示直線周邊各1000公尺以內水域均屬之",Yes,1000,AB周圍,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
5.如須於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，使可為之，",全年,漁業法第44條第1項第4、7款,漁業法第65條第6款及第10條,"所有網具
",人工魚礁、保護礁,多功能使用區
彰化縣,線西保護礁禁漁區,256,"A點24°10'24''N;120°19'00''E。
B點24°10'24''N;120°18'06''E。
C點24°08'30''N;120°17'00''E。
D點24°08'30''N;120°18'04''E。
以A、B、C、D四點所連四方形範圍以內水域均屬之。",Yes,n/a,ABCD內,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
6.如須於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，使可為之，",全年,漁業法第44條第1項第4、7款,漁業法第65條第6款及第10條,"所有網具
",人工魚礁、保護礁,多功能使用區
彰化縣,崙尾保護礁禁漁區,257,"A點24°07'30''N;120°17'48''E。
B點24°07'42''N;120°16'42''E。
C點24°06'45''N;120°16'00''E。
D點24°06'20''N;120°17'12''E。
以A、B、C、D四點所連四方形範圍以內水域均屬之。",Yes,n/a,ABCD內,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
7.如須於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，使可為之，",全年,漁業法第44條第1項第4、7款,漁業法第65條第6款及第10條,"所有網具
",人工魚礁、保護礁,多功能使用區
彰化縣,福寶保護礁禁漁區,258,"A點24°00'24''N;120°13'29''E。
B點23°59'41''N;120°12'46''E。
以A、B兩點所連成之標示直線周圍1000公尺以內之水域均屬之。",Yes,1000,AB周圍,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
2.如須於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，使可為之，",全年,漁業法第44條第1項第4、7款,漁業法第65條第6款及第10條,"所有網具
",人工魚礁、保護礁,多功能使用區
澎湖縣,本縣(包括離島)距岸12浬內,259,本縣(包括離島)距岸12浬內,n/a,22224,n/a,本縣(包括離島)距岸十二浬內禁止採捕珊瑚礁；未經許可珊瑚礁不得公開陳列買賣，運入或運出本縣。,全年,漁業法第44條第1、2款,漁業法第60條第2項,n/a,珊瑚礁,多功能使用區
澎湖縣,本縣沙港至員貝、城前至大倉二處海底步,260,本縣沙港至員貝、城前至大倉二處海底步,n/a,n/a,n/a,為保育本縣沙港至員貝、城前至大倉二處海底步道週邊水產資源生態，禁止各種車輛通行。,全年,漁業法第44條第9款,漁業法第65條第5款,n/a,珊瑚礁,禁止進入或影響
澎湖縣,貓鼻石人工魚礁禁漁區，以中心位置經緯度為中心，半徑500公尺範圍以內水域均屬之,261,23°38'42''N;119°28'36''E,Yes,500,半徑,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,西嶼人工魚礁禁漁區，以中心位置經緯度為中心，半徑500公尺範圍以內水域均屬之,262,23°36'00''N;119°32'00''E,Yes,500,半徑,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,鎖港人工魚礁禁漁區，以中心位置經緯度為中心，半徑500公尺範圍以內水域均屬之,263,23°31'42''N;119°37'06''E,Yes,500,半徑,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,香爐嶼人工魚礁禁漁區，以中心位置經緯度為中心，半徑500公尺範圍以內水域均屬之,264,23°32'30''N;119°38'24''E,Yes,500,半徑,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,七美人工魚礁禁漁區，以中心位置經緯度為中心，半徑500公尺範圍以內水域均屬之,265,23°10'54''N;119°25'48''E,Yes,500,半徑,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,後寮北人工魚礁禁漁區，以中心位置經緯度為中心，半徑500公尺範圍以內水域均屬之,266,23°41'00''N;119°32'18''E,Yes,500,半徑,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,虎井南人工魚礁禁漁區，以中心位置經緯度為中心，半徑500公尺範圍以內水域均屬之,267,23°28'30''N;119°31'30''E,Yes,500,半徑,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,澎南人工魚礁禁漁區，以A、B、C、D四點所連成之四方範圍並向外延伸1000公尺以內水域均屬之。,268,A點23°31'00''N;119°38'30''E。B點23°30'30''N;119°38'30''E。C點23°30'30''N;119°38'00''E。D點23°31'00''N;119°38'00''E。,Yes,1000,ABCD內，及向外1000m,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,望安人工魚礁禁漁區，以A、B、C、D四點所連成之四方範圍並向外延伸1000公尺以內水域均屬之。,269,A點23°20'24''N;119°31'42''E。B點23°19'54''N;119°31'42''E。C點23°19'54''N;119°31'12''E。D點23°20'24''N;119°31'12''E。,Yes,1000,ABCD內，及向外1000m,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,錠鉤嶼人工魚礁禁漁區，以A、B、C、D四點所連成之四方範圍並向外延伸1000公尺以內水域均屬之。,270,"A點23°36'32''N;119°41'40''E。
B點23°36'11''N;119°41'40''E。
C點23°36'11''N;119°42'03''E。
D點23°36'32''N;119°42'03''E。",Yes,1000,ABCD內，及向外1000m,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,大石鼻保護礁禁漁區，以A、B、C、D四點所連成之四方範圍並向外延伸1000公尺以內水域均屬之。,271,"A點23°35'12''N;119°31'12''E。
B點23°36'12''N;119°32'00''E。
C點23°36'30''N;119°32'48''E。
D點23°36'24''N;119°35'00''E。",Yes,1000,ABCD內，及向外1000m,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,內灣保護礁禁漁區，以A、B兩點所連成之標示直線周圍1000公尺以內之水域屬之,272,"A點23°37'48''N;119°33'12''E。
B點23°34'48''N;119°30'42''E。",Yes,1000,AB線左右,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,內灣(二)保護礁禁漁區，以A、B兩點所連成之標示直線周圍1000公尺以內之水域屬之,273,"A點23°37'06''N;119°32'42''E。
B點23°35'48''N;119°31'541''E。",Yes,1000,AB線左右,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,內灣(三)保護礁禁漁區，以A、B兩點所連成之標示直線周圍1000公尺以內之水域屬之,274,"A點23°34'54''N;119°32'36''E。
B點23°33'42''N;119°31'30''E。",Yes,1000,AB線左右,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,內灣(四)保護礁禁漁區，以A、B兩點所連成之標示直線周圍1000公尺以內之水域屬之,275,"A點23°36'34''N;119°31'54''E。
B點23°37'08''N;119°32'51''E。",Yes,1000,AB線左右,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,內灣(五)保護礁禁漁區，以A、B、C、D四點所連成之四方範圍並向外延伸1000公尺以內水域均屬之。,276,"A點23°37'30''N;119°31'54''E。
B點23°33'48''N;119°29'12''E。
C點23°32'30''N;119°31'06''E。
D點23°36'18''N;119°34'06''E。",Yes,1000,ABCD內，及向外1000m,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,澎湖縣海域,277,禁漁期內禁止採捕丁香魚,n/a,n/a,n/a,禁漁期內禁止採捕丁香魚,每年5月1日至6月1日,漁業法第44條第4款,漁業法第65條第5款、第10條,n/a,特定生物(丁香魚),多功能使用區
澎湖縣,設置網具類漁具禁漁區，以A、B、C、D四點所連成之區域向外延伸500公尺以內。,278,"A點23°36'54''N;119°41'66''E。
B點23°36'18''N;119°41'66''E。
C點23°36'18''N;119°42'05''E。
D點23°36'54''N;119°42'05''E。",Yes,500,ABCD內，及向外500m,"1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放人工魚礁、保護礁、船礁等人工設施或除去水產動植物繁殖上所需之保護物，需經本府書面同意後，始可為之。
",全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之,279,23°10'38''N;119°26'43''E,Yes,926,半徑,"1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。
",全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,以A、B、C、D四點所連成之四方範圍並向外延伸1000公尺以內水域均屬之。,280,"A點23°36.6'N;119°31.4'E。
B點23°36.2'N;119°31.4'E。
C點23°36.6'N;119°31.8'E。
D點23°36.2'N;119°31.8'E。",Yes,1000,ABCD內，及向外1000m,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,桶盤、虎井海域，以A、B兩點及C、D兩點所連成兩條直線之間所涵蓋之水域範圍內均屬之。,281,"A點23°30'34''N;119°30'50''E。
B點23°29'30''N;119°30'35''E。
C點23°3033'''N;119°31'20''E。
D點23°29'53''N;119°32'15''E。",Yes,n/a,ABCD內,禁用扒網、籠具類漁法(具)及潛水從事漁撈捕撈行為之船筏(含自用遊樂船筏)。,全年,漁業法第44條第1項第4款,漁業法第65條第5款,其他網具(扒網)、籠具、潛水,n/a,多功能使用區
澎湖縣,內灣海域以AB兩點相連，及CD兩點相連之內灣水域範圍均屬之。,282,"A點23°34.00'N;119°30.60'E。
B點23°33.23'N;119°32.88'E。
C點23°39.50'N;119°32.78'E。
D點23°38.50'N;119°32.16'E。",Yes,n/a,ABCD內,"1.凡使用網具類(如焚寄網、扒網、棒受網、刺網)、籠具類、燈火類漁法(具)及潛水從事漁撈採捕行為之船筏(含自用遊樂船筏)，除下(二)款規定外均不得進入禁漁區範圍內作業。
2.10噸以下從事單層刺網且使用3公分以上網目作業之漁船筏(不含自用遊樂船筏)，除得於每年3月1日起至6月30日及9月1日起至12月31日，進入禁漁區內作業外，其餘任何時間均不得進入禁漁區範圍內作業。
",全年,漁業法第44條第1項第4款,漁業法第65條第5款,刺網(1層)、所有網具、籠具、燈火、潛水、,n/a,多功能使用區
澎湖縣,以A、B兩點所連成之標示直線周圍1000公尺以內之水域屬之,283,"A點23°34.654'N;119°29.197'E。
B點23°34.654'N;119°28.796'E。",Yes,1000,AB線左右,1.凡使用網具類漁具之漁船均禁止進入禁漁區範圍內作業。2.如需於禁漁區內投放或除去水產動植物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需經本府書面同意後，始可為之。,全年,漁業法第44條第4款,漁業法第65條第5款,所有網具,n/a,多功能使用區
澎湖縣,內垵海域，以A、B兩點所連成直線以東之水域均屬之,284,"A點23°35'41''N;119°28'55''E。
B點23°34'38''N;119°28'29''E。
",Yes,1000,AB線以東,禁用扒網、籠具類漁法(具)及潛水從事漁撈捕撈行為之船筏(含自用遊樂船筏)。,全年,漁業法第44條第1項第4款,漁業法第65條第5款,其他網具(扒網)、籠具、潛水,n/a,多功能使用區
澎湖縣,澎湖縣海域,285,澎湖縣海域,n/a,n/a,n/a,"二層(含)以上刺網禁止輸入本縣；漁船出港不得攜帶二層(含)以上刺網、滾輪式漁具、電魚之電纜、電瓶與電棒；本縣燈火漁業漁船懸掛金屬燈懸掛數限制。
",全年,漁業法第54條第5款,漁業法第65條第7款,拖網、刺網(2層以上)、燈火,n/a,多功能使用區
澎湖縣,澎湖縣海域,286,澎湖縣海域,n/a,n/a,n/a,"本縣潮間帶海域禁紙黑蟶(俗稱灘)、山羊海菊蛤(俗稱粉蚵或燈火蚵)、大白狐蛤（俗稱撬仔）及歪斜鬍蛤(俗稱掃帚仔)等四種貝類之採捕、處理、販賣或持有。
",全年,漁業法第44條第1、2款,漁業法第60條第2項,n/a,特定生物(珊瑚礁貝類),多功能使用區
澎湖縣,澎湖縣距岸3浬內海域(含潮間帶海域),287,澎湖縣距岸3浬內海域(含潮間帶海域),n/a,n/a,n/a,禁止黑海參、蕩皮參、糙刺參等三種海參之採捕或處理,全年,漁業法第44條第1款,漁業法第60條第2項,n/a,特定生物(海參),多功能使用區
澎湖縣,澎湖縣海域,288,澎湖縣海域,n/a,n/a,n/a,"為維護漁(船)民海上作業安全及保育本縣沿岸漁業資源，訂定本縣20噸以下漁船攜帶空氣壓縮機出海隨附之空氣軟管長度限制如下：(1)5噸以下漁船(含舢舨)長度20公尺。(2)5噸以上未滿10噸漁船長度25公尺。(3)10噸以上未滿20噸漁船長度30公尺。基於保障漁船出海作業安全及維持漁區作業秩序，漁船攜帶空氣壓縮機出海，僅限於解除?葉絞擺，不得從事採捕水產動植物行為。
",全年,漁業法第54條第5款,漁業法第65條第7款,潛水,n/a,多功能使用區
澎湖縣,澎湖縣七美鄉本島距岸3浬水域範圍內均屬之,289,澎湖縣七美鄉本島距岸3浬水域範圍內均屬之,n/a,n/a,n/a,凡使用燈火類(如焚寄網、扒網、棒受網)全年均不得進入禁漁區範圍內作業，但基於試驗或研究需要，經本府同意者，不在此限。,全年,漁業法第44條第1項第4款,漁業法第65條第5款,燈火,n/a,多功能使用區
澎湖縣,澎湖縣距岸12浬以內海域,290,澎湖縣距岸12浬以內海域,n/a,n/a,n/a,本縣距岸12浬以內海域禁止使用大法螺之採捕;禁止大法螺之販賣及持有(不含製品)。,全年,漁業法第44條第1、2款,漁業法第60條第2項,n/a,特定生物(大法螺),多功能使用區
澎湖縣,澎湖縣海域,291,澎湖縣海域,n/a,n/a,n/a,"?1.修正增訂本縣海域建議水產動物放流種類及地點。
2.餘請依「水產動物增殖放流縣智及應遵行事項」辦理。",全年,漁業法第44條第1項第8、9款,水產動物增殖放流限制及應遵行事項第4點,n/a,?特定生物(如公告附表),多功能使用區
澎湖縣,澎湖縣海域,292,澎湖縣海域,n/a,n/a,n/a,"1.本縣海域硨磲科所有種不得採捕、持有、販售、處理及利用。
2.學術研究機構基於試驗研究及教育目的，經本府核准者，不受本公告事項之限制。領有合法養殖登記業者，經本府核准，使得持有、販售、處理及利用人工繁養殖方式培育硨磲科物種。",全年,漁業法第44條第1項第1、2款,漁業法第60條第2項,n/a,特定生物(硨磲貝),多功能使用區
澎湖縣,澎湖縣海域,293,澎湖縣海域,n/a,n/a,n/a,"1.每年9/1至翌年6/15禁止採捕、處理、販賣或持有馬糞海膽。
2.每年6/16至8/31禁止採捕、處理、販賣或持有殼徑未滿8公分之馬糞海膽。每年6/16至8/31販賣殼徑8公分以上馬糞海膽應向本府農漁局申請核准後，始得輸出本縣。
3.為試驗、科學調查及教育目的採捕馬糞海膽，經本府核准者不受前二點限制。",每年9/1至翌年6/15,漁業法第44條第1項第1、2款,漁業法第60條第2項,n/a,特定生物(馬糞海膽),多功能使用區
